company,role,location,link,no_sponsorship,source,sponsorship_tier,sponsorship_notes,date_posted
Westinghouse Electric Company,Computer Engineering / Software Engineering Intern,"Cranberry Township, PA",https://careers.westinghousenuclear.com/job/Cranberry-Township-Summer-Intern-Computer-Engineering-Software-Engineering-NC/1422595200/,False,simplify_repo,5,Unknown - verify with company,2026-08-25
Medpace,Python Intern - Summer 2027,"Cincinnati, OH",https://careers.medpace.com/jobs/12962,False,simplify_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-25
Google,Software Developer Intern 🎓,"Montreal, QC, Canada, Toronto, ON, Canada, Waterloo, ON, Canada",https://www.google.com/about/careers/applications/jobs/results/112518690523488966,False,simplify_repo,1,2460 H-1B approvals in FY2023 (34 denied) - sponsors in practice,2026-08-25
BNY,Software Engineer Intern - Engineering - Developer,"Jersey City, NJ",https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81251,False,simplify_repo,5,Unknown - verify with company,2026-08-25
BNY,Engineering Intern - Engineering - Developer,"Pittsburgh, PA",https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81254,False,simplify_repo,5,Unknown - verify with company,2026-08-25
BNY,Engineering Intern - Developer,"Greater Manchester, UK",https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81318,False,simplify_repo,5,Unknown - verify with company,2026-08-25
BNY,Engineering Developer Intern - Engineering,"Lake Mary, FL",https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81252,False,simplify_repo,5,Unknown - verify with company,2026-08-25
BNY,Software Developer Intern - Engineering,NYC,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81253,False,simplify_repo,5,Unknown - verify with company,2026-08-25
Gulfstream,Software Engineer Intern - IEF,"Savannah, GA",https://careers.gulfstream.com/job/Savannah-Summer-2027-IEF-Software-Engineer-Collegiate-Associate-Intern-GA-31401/1421863200/,False,simplify_repo,5,Unknown - verify with company,2026-08-25
Procter & Gamble,"IT Engineering Internship - Software, Platform, Network","Cincinnati, OH",https://pg.wd5.myworkdayjobs.com/1000/job/CINCINNATI-GENERAL-OFFICES/IT-Engineering-Internship--Software--Platform----Network-_R000157503,False,simplify_repo,4,3 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-24
Motorola,Android Application Developer Intern - Summer 2027,"Chicago, IL",https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Chicago-IL/Android-Applications-Developer-Intern---Summer-2027_R67740,False,simplify_repo,2,64 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-24
Mastercard,Software Engineer Intern,"4 locationsO'Fallon, MO, Arlington County, Arlington, VA, NYC, Atlanta, GA",https://mastercard.wd1.myworkdayjobs.com/Campus/job/OFallon-Missouri/Software-Engineer-Intern--Summer-2027---United-States_R-287618-1,False,simplify_repo,1,"Full sponsorship, known CPT sponsor",2026-08-24
Freddie Mac,Technology Intern - Enterprise Operations + Technology,"McLean, VA",https://freddiemac.wd5.myworkdayjobs.com/External/job/McLean-VA/EO-T-Technology-Intern--Summer-2027_JR17542,False,simplify_repo,5,Unknown - verify with company,2026-08-24
TikTok,Software Engineer Intern,"San Jose, CA",https://lifeattiktok.com/search/7676276048527214901,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-22
AMD,Software Engineer Intern/Co-op - Masters 🎓,"San Jose, CA, Santa Clara, CA",https://careers.amd.com/jobs/91176,False,simplify_repo,1,Full sponsorship,2026-08-21
AMD,Software Engineer Intern/Co-op,"6 locationsRochester, NY, Austin, TX, Longmont, CO, Fishkill, NY, Fort Collins, CO, Boxborough, MA",https://careers.amd.com/jobs/90947,False,simplify_repo,1,Full sponsorship,2026-08-21
AMD,Software Engineer Intern/Co-op,"San Jose, CA, Santa Clara, CA",https://careers.amd.com/jobs/90891,False,simplify_repo,1,Full sponsorship,2026-08-21
AMD,Software Engineer Intern/Co-op 🎓,"6 locationsRochester, NY, Austin, TX, Longmont, CO, Fishkill, NY, Fort Collins, CO, Boxborough, MA",https://careers.amd.com/jobs/91180,False,simplify_repo,1,Full sponsorship,2026-08-21
Ecolab,Digital & AI Technology Intern,"Naperville, IL, Eagan, MN, St Paul, MN",https://ecolab.wd1.myworkdayjobs.com/ecolab_external/job/USA---Minnesota---Saint-Paul/Digital---AI-Technology-Intern_R00303249,False,simplify_repo,3,5 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-21
Blackstone,Software Engineer Summer Analyst - Blackstone Technology & Innovations,"Miami, FL",https://blackstone.wd1.myworkdayjobs.com/zh-CN/Blackstone_Campus_Careers/job/Miami/XMLNAME-2027-Blackstone-Software-Engineer-Summer-Analyst_45021,False,simplify_repo,3,19 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
AbbVie,Business Technology Solutions Intern - Data & Software Engineering - Undergraduate,"North Chicago, IL",https://jobs.smartrecruiters.com/AbbVie/3743990014697918,False,simplify_repo,1,120 H-1B approvals in FY2023 (6 denied) - sponsors in practice,2026-08-21
TikTok,Software Engineer Intern - Recommendation Infra - Performance Efficiency,"San Jose, CA",https://lifeattiktok.com/search/7675159726676101381,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-20
TikTok,Software Engineer Intern - Recommendation Architecture - Feeds Infrastructure,"Seattle, WA",https://lifeattiktok.com/search/7672926068681951493,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-20
TikTok,Software Engineer Intern - Recommendation Architecture - Feeds Infrastructure,"San Jose, CA",https://lifeattiktok.com/search/7672930401597671733,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-20
TikTok,Software Engineer Intern - TikTok Search Architecture,"San Jose, CA",https://lifeattiktok.com/search/7675517686256863541,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-20
Deloitte,Data & AI Solutions Engineering Summer Scholar Intern,"Atlanta, GA",https://apply.deloitte.com/en_US/careers/JobDetail/Consultative-Offerings-Summer-Scholar-Data-AI-Solutions-Engineering/363475,False,simplify_repo,3,22 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-19
Regions Bank,Technology Intern - Multiple Teams,"Hoover, AL",https://regions.wd5.myworkdayjobs.com/regions_careers/job/Hoover-AL---Riverchase-Operations-Center-Birmingham-AL/XMLNAME-2027-ETP-Intern---Technology--Operations--Digital--and-Data---Technology_R105425,False,simplify_repo,3,11 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-19
NVIDIA,Software Engineering Intern,"Canada, Santa Clara, CA",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/NVIDIA-2027-Internships--Software-Engineering_JR2023495,False,simplify_repo,1,394 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-19
Garda Capital Partners,Software Engineer Intern,NYC,https://job-boards.greenhouse.io/gardacp/jobs/6146213004,False,simplify_repo,4,2 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-19
American Express,Software Engineer Intern - Enterprise Technology Services,"Sunrise, FL",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011015,False,simplify_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-19
TikTok,Software Engineer Intern - TikTok Search Data Infra,"San Jose, CA",https://lifeattiktok.com/search/7675128776856029445,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-18
Deutsche Bank,"Technology, Data and Innovation Intern - Technology, Data and Innovation",NYC,https://db.recsolu.com/external/requisitions/utrM7YhSIN2pudx_g6Rh2w,False,simplify_repo,3,21 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-18
ByteDance,Software Engineer Intern - Global Payment,"San Jose, CA",https://jobs.bytedance.com/en/position/7668650945276168453/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-18
American Express,Software Engineer Intern - Technology,NYC,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26010970,False,simplify_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-18
Optiver,Software Engineer Intern,"London, UK",https://www.optiver.com/join-us/jobs/8713435002/,False,simplify_repo,3,5 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-18
FAST Enterprises,Implementation Intern,United States,https://careers.fastenterprises.com/jobs/1709,False,simplify_repo,3,10 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-18
Google,Software Engineering or Site Reliability Engineering PhD Intern 🎓,"London, UK",https://www.google.com/about/careers/applications/jobs/results/80037545080955590,False,simplify_repo,1,2460 H-1B approvals in FY2023 (34 denied) - sponsors in practice,2026-08-18
W.W. Grainger,Software Engineer Intern - Grainger Technology Group,"Chicago, IL",https://jobs.grainger.com/job/CHICAGO-GTG-Intern-Software-Engineer-IL-60661-4555/1419930800/,False,simplify_repo,4,4 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-18
American Express,Software Engineer Intern - Enterprise Technology Services 🎓,"Charlotte, NC",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011987,False,simplify_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-18
American Express,Software Engineer Intern - Enterprise Technology Services 🎓,NYC,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011082,False,simplify_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-18
Vanguard,IT Intern - Application Development,"Charlotte, NC",https://vanguard.wd5.myworkdayjobs.com/en-US/vanguard_external/job/Charlotte-NC/College-to-Corporate-IT-Internship---Application-Development--NC-_177681-1,False,simplify_repo,2,71 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-17
Vanguard,IT Intern - Investment Systems,"Malvern, PA",https://vanguard.wd5.myworkdayjobs.com/en-US/vanguard_external/job/Malvern-PA/College-to-Corporate-IT-Internship---Investment-Systems--PA-_177685-1,False,simplify_repo,2,71 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-17
Dee Zee,Software Development Intern,"Des Moines, IA",https://deezee.wd108.myworkdayjobs.com/DeeZee_Careers/job/Des-Moines/Software-Development-Intern_REQ00368,False,simplify_repo,5,Unknown - verify with company,2026-08-17
Goldman Sachs,Summer Analyst Intern - Engineering,"Dallas, TX",https://higher.gs.com/roles/171553,False,simplify_repo,1,255 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-08-15
Goldman Sachs,Summer Analyst Intern - Americas - Engineering,"Salt Lake City, UT",https://higher.gs.com/roles/171565,False,simplify_repo,1,255 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-08-15
Goldman Sachs,Summer Analyst Intern - Americas - Engineering,NYC,https://higher.gs.com/roles/171564,False,simplify_repo,1,255 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-08-15
Goldman Sachs,Summer Analyst Intern - Americas - Engineering,"Toronto, ON, Canada",https://higher.gs.com/roles/171567,False,simplify_repo,1,255 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-08-15
Goldman Sachs,Summer Analyst Intern - Engineering,"Birmingham, UK",https://higher.gs.com/roles/170637,False,simplify_repo,1,255 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-08-15
Goldman Sachs,Summer Analyst Intern - Engineering,"London, UK",https://higher.gs.com/roles/170644,False,simplify_repo,1,255 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-08-15
Goldman Sachs,Summer Analyst Intern - Engineering,"Seattle, WA",https://higher.gs.com/roles/177808,False,simplify_repo,1,255 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-08-15
Notion,Software Engineer Intern - Summer 2027,"SF, NYC",https://jobs.ashbyhq.com/notion/3fba1c39-c5cb-47d7-9ad2-1cec4d7e9d0c/application,False,simplify_repo,3,8 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-15
ByteDance,Software Engineer Intern - Global Payment Infra and SRE,"San Jose, CA",https://jobs.bytedance.com/en/position/7668315137242351925/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-15
ByteDance,Software Engineer Intern - Global Traffic Architecture,"San Jose, CA",https://jobs.bytedance.com/en/position/7672557061679483189/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-15
ByteDance,Multi-Cloud CDN Scheduling Platform Engineer Intern - CDN Platform 🎓,"San Jose, CA",https://jobs.bytedance.com/en/position/7673636205233490181/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-14
TikTok,Mobile Software Engineer Intern - Global E-Commerce,"San Jose, CA",https://lifeattiktok.com/search/7673663349758675205,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-14
Specter Aerospace,Full Stack Developer Co-op,"Boston, MA, Peabody, MA",https://specteraerospace.bamboohr.com/careers/122/,False,simplify_repo,5,Unknown - verify with company,2026-08-13
Teledyne,Software Engineer Intern - NHRC,"Huntsville, AL",https://flir.wd1.myworkdayjobs.com/flircareers/job/US---Huntsville-AL/NHRC-Software-Engineering-Internship--Summer-2027-_REQ36193,False,simplify_repo,5,Unknown - verify with company,2026-08-13
DV Trading,Software Engineer Intern - DV Commodities,"London, UK",https://job-boards.greenhouse.io/dvtrading/jobs/4719125005,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Altamira Technologies,Software Development Intern,"Fairborn, OH",https://jobs.jobvite.com/altamiracorps/job/oMqCAfw8,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Atoms,Machine Learning PhD Software Engineer Intern 🎓,"4 locationsSeattle, WA, LA, NYC, Mountain View, CA",https://job-boards.greenhouse.io/cssmerge/jobs/8693034002,False,simplify_repo,5,Unknown - verify with company,2026-08-12
TikTok,Software Engineer Intern - Global E-commerce-Search,"Seattle, WA",https://lifeattiktok.com/search/7670839727059339525,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
LPL Financial Holdings,Software Engineer Intern,"Austin, TX, Fort Mill, SC, Charlotte, NC",https://lplfinancial.wd1.myworkdayjobs.com/university/job/Fort-MillCharlotte/Summer-Intern-2027--Software-Engineer_R-052921,False,simplify_repo,2,39 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
ByteDance,Software Development Engineer Intern - Network Automation - 2027 Summer,"San Jose, CA",https://jobs.bytedance.com/en/position/7671147251943213317/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
The Nuclear Company,Software Engineering Intern - Product - Platform,"Washington, DC",https://job-boards.greenhouse.io/thenuclearcompany/jobs/5383236008,False,simplify_repo,5,Unknown - verify with company,2026-08-12
TikTok,Frontend Engineer Intern - Ads Interface,"San Jose, CA",https://lifeattiktok.com/search/7671211313289398581,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
Belvedere Trading,Software Engineer Intern - Summer 2027,"Chicago, IL",https://jobs.lever.co/belvederetrading/10746b3d-1760-4573-9b63-b93f5a5e4fc0/apply,False,simplify_repo,5,Unknown - verify with company,2026-08-12
TikTok,Fullstack Software Engineer Intern - Global E-Commerce,"Seattle, WA",https://lifeattiktok.com/search/7670700387322300677,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
TikTok,Fullstack Software Engineer Intern - Global E-Commerce - 2027 Summer,"San Jose, CA",https://lifeattiktok.com/search/7670738362521520437,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,Network Software Engineer Intern - Network Switch,"San Jose, CA",https://jobs.bytedance.com/en/position/7670778018960542005/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,Network Software Engineer Intern - Network Observation,"San Jose, CA",https://jobs.bytedance.com/en/position/7670772641439041797/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,AI Network Automation Engineer Intern - Global Physical Network Infrastructure,"San Jose, CA",https://jobs.bytedance.com/en/position/7670690923748870405/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
TikTok,Software Engineer Intern - Foundation Platform,"San Jose, CA",https://lifeattiktok.com/search/7670281449668905269,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
TikTok,Software Engineer Intern - Media Engine,"San Jose, CA",https://lifeattiktok.com/search/7670295535077427509,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,GPU/AI Application System Software Engineer Intern - System Technologies and Engineering,"San Jose, CA",https://jobs.bytedance.com/en/position/7668464504736876853/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,Backend Developer Intern - Infrastructure Platform Delivery,"San Jose, CA",https://jobs.bytedance.com/en/position/7668489218234157365/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,Video/Image AI/ML Software Engineer Intern - Multimedia 🎓,"San Diego, CA",https://jobs.bytedance.com/en/position/7670354329765464373/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
Northrop Grumman,Software Engineer Intern - Aeronautics Systems,"Melbourne, FL",https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Florida-Melbourne/XMLNAME-2027-Intern-Software-Engineer_R10242395,False,simplify_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-08-12
Roblox,Software Engineer Intern,"San Mateo, CA",https://careers.roblox.com/jobs/8072713,False,simplify_repo,2,48 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
TikTok,Backend Software Engineer Intern - Creation Platform,"San Jose, CA",https://lifeattiktok.com/search/7670289874020993285,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
Northrop Grumman,Software Engineer Intern - Aeronautics Systems,"Melbourne, FL",https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Florida-Melbourne/XMLNAME-2027-Intern-Software-Engineer_R10243573,False,simplify_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-08-12
GE Appliances,Software Engineer Co-op - Software Engineering,"Louisville, KY",https://haier.wd3.myworkdayjobs.com/ge_appliances/job/USA-Louisville-KY/Software-Engineering-Co-op-Summer-2027_REQ-26427,False,simplify_repo,2,Full sponsorship,2026-08-12
ByteDance,Software Engineer Intern - AI Platform,"San Jose, CA",https://jobs.bytedance.com/en/position/7668212952030841093/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
SpaceX,Software Engineering Intern/Co-op,"8 locationsPalo Alto, CA, Bastrop, TX, Irvine, CA, Cape Canaveral, FL, Brownsville, TX, Redmond, WA, McGregor, TX, Hawthorne, CA",https://boards.greenhouse.io/spacex/jobs/8621757002,False,simplify_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-08-12
Chicago Trading Company,Software Engineer Intern,"Chicago, IL",https://job-boards.greenhouse.io/chicagotradingcampus/jobs/4716932005,False,simplify_repo,5,Unknown - verify with company,2026-08-12
ByteDance,Software Engineer Intern - AI Infra Compute 🎓,"Seattle, WA",https://jobs.bytedance.com/en/position/7667378931599214853/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,Software Engineer Intern - AI Infrastructure Compute 🎓,"San Jose, CA",https://jobs.bytedance.com/en/position/7667377525182662965/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,Software Engineer Intern - Distributed NoSQL Database Systems,"San Jose, CA",https://jobs.bytedance.com/en/position/7668374190764050741/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
ByteDance,Software Engineer Intern,"Seattle, WA",https://jobs.bytedance.com/en/position/7668373268886161669/detail,False,simplify_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
TikTok,Software Engineer Intern,"San Jose, CA",https://lifeattiktok.com/search/7668581636242016565,False,simplify_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-12
Uline,Software Development Intern,"5 locationsWaukegan, IL, Milwaukee, WI, Glenview, IL, Pleasant Prairie, WI, Kenosha, WI",https://uline.wd1.myworkdayjobs.com/en-US/Uline_Careers/job/Pleasant-Prairie-WI/Software-Development-Internship---Summer-2027_R265684,False,simplify_repo,3,19 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
Medtronic,Software Engineer Intern,"21 locationsBoston, MA, Santa Ana, CA, Fridley, MN, Santa Rosa, CA, Irvine, CA, Mansfield, MA, Mounds View, MN, Tempe, AZ, Memphis, TN, Brooklyn Center, MN, Plymouth, MN, Brooklyn Park, MN, Fort Worth, TX, Dexter, MI, North Haven, CT, Lafayette, CO, Minneapolis, MN, Newton, MA, Jacksonville, FL, Eatontown, NJ, Boulder, CO",https://medtronic.wd1.myworkdayjobs.com/redeploymentmedtroniccareers/job/Fridley-Minnesota-United-States-of-America/Software-Engineering-Intern---Summer-2027_R73630,False,simplify_repo,1,106 H-1B approvals in FY2023 (2 denied) - sponsors in practice,2026-08-12
Melius,Software Engineer Intern,NYC,https://jobs.ashbyhq.com/melius/b61f063a-4f94-4e50-a4ef-05aaab552280/application,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Heliux,Software Engineer Intern,SF,https://jobs.ashbyhq.com/heliux/ff2b6f4b-00d0-4afe-b4f5-2dbf443409ef/application,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Quadrillion,Software Engineering Intern,NYC,https://jobs.ashbyhq.com/quadrillion-labs/a4acc44c-31ce-41a0-ab44-2500487b4d05/application,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Cybernetic Labs,Software Engineer Intern - Agent Platform,SF,https://jobs.ashbyhq.com/netic/b0ea7aab-8eea-4d31-96f9-278364180ae7/application,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Cybernetic Labs,Full-Stack Software Engineer Intern - Product,SF,https://jobs.ashbyhq.com/netic/f291394a-f3c5-4f46-9b87-77aea3d487ef/application,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Cybernetic Labs,Forward Deployed Engineer Intern,SF,https://jobs.ashbyhq.com/netic/ffd6af1a-cebb-41f5-ac1d-e695adfd067c/application,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Circleback,Software Engineer Intern,SF,https://jobs.ashbyhq.com/circleback/2bb6be67-d1a8-42f7-bb1b-64ee36bf613f/application,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Five Rings Capital,Software Developer Intern - Software Developer,NYC,https://job-boards.greenhouse.io/fiveringsllc/jobs/5349707008,False,simplify_repo,5,Unknown - verify with company,2026-08-12
Hudson River Trading,Software Engineer Intern - C++ or Python,"Austin, TX, Chicago, IL, NYC",https://www.hudsonrivertrading.com/careers/job/,False,simplify_repo,3,8 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
Akuna Capital University,Software Engineer Intern - C++,"Chicago, IL",https://www.akunacapital.com/careers/job/8018847/,False,simplify_repo,3,20 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
Akuna Capital University,Quantitative Development & Strategy Intern,"Chicago, IL",https://www.akunacapital.com/careers/job/8021481/,False,simplify_repo,3,20 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
Akuna Capital University,Software Engineer Intern - Full Stack Web,"Chicago, IL",https://www.akunacapital.com/careers/job/8018893/,False,simplify_repo,3,20 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
Akuna Capital University,Software Engineer Intern - Python,"Chicago, IL",https://www.akunacapital.com/careers/job/8018853/,False,simplify_repo,3,20 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-12
Susquehanna,"Quantitative Systematic Trading Intern (PhD, Summer 2027)","New York, NY",https://careers.sig.com/jobs/10822,False,sndsh404_repo,5,Unknown - verify with company,2026-07-21
Susquehanna,"Quantitative Systematic Trading Intern (Master's, Summer 2027)","New York, NY",https://careers.sig.com/jobs/10823,False,sndsh404_repo,5,Unknown - verify with company,2026-07-21
Google,"Software Engineering Intern, BS (Summer 2027)","Mountain View, CA (multiple US)",https://www.google.com/about/careers/applications/jobs/results/85564713261245126-software-engineering-intern/,False,sndsh404_repo,1,2460 H-1B approvals in FY2023 (34 denied) - sponsors in practice,2026-07-20
Uber,"Software Engineering Intern (Summer 2027, Uber Career Prep)","San Francisco, CA / Seattle, WA / Sunnyvale, CA",https://jobs.uber.com/en/jobs/300697/,False,sndsh404_repo,1,207 H-1B approvals in FY2023 (2 denied) - sponsors in practice,2026-07-20
Western Digital,Software Engineering Intern (Summer 2027),"San Jose, CA",https://jobs.smartrecruiters.com/WesternDigital/744000138727213-summer-2027-software-engineering-internship,False,sndsh404_repo,2,56 H-1B approvals in FY2023 (3 denied) - sponsors in practice,2026-07-20
Second Order Effects,Electrical Engineering Intern (Summer 2027),"El Segundo, CA / Redmond, WA",https://jobs.gem.com/soeffects/am9icG9zdDqLIuZagE8SU-HqhGf7TGYo,False,sndsh404_repo,5,Unknown - verify with company,2026-07-19
The Trade Desk,"Software Engineering Intern (North America, Summer 2027)","Denver, CO (multiple US)",https://job-boards.greenhouse.io/thetradedesk/jobs/5187605007,False,sndsh404_repo,3,12 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-16
Netic,"Software Engineer Intern, Agent Platform / Full Stack (2026-2027)","San Francisco, CA",https://jobs.ashbyhq.com/netic/b0ea7aab-8eea-4d31-96f9-278364180ae7,False,sndsh404_repo,5,Unknown - verify with company,2026-07-16
Databricks,Product Management Intern (Summer 2027),"San Francisco, CA",https://job-boards.greenhouse.io/databricks/jobs/6883068002,False,sndsh404_repo,2,78 H-1B approvals in FY2023 (3 denied) - sponsors in practice,2026-07-16
Neuralink,"Software Engineer Intern, BCI Applications ⏳","Fremont, CA",https://job-boards.greenhouse.io/neuralink/jobs/6594422003,False,sndsh404_repo,4,2 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-16
Western Digital,Software Engineering Co-op (Winter 2027),"Milpitas, CA",https://jobs.smartrecruiters.com/WesternDigital/744000138184309,False,sndsh404_repo,2,56 H-1B approvals in FY2023 (3 denied) - sponsors in practice,2026-07-16
Point72,Quantitative Research Intern (Summer 2027),"New York, NY",https://job-boards.greenhouse.io/point72/jobs/7297642002,False,sndsh404_repo,3,16 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-16
Capital One,Product Development Internship Program (Summer 2027),"McLean, VA / Plano, TX",https://www.capitalonecareers.com/job/-/-/234/97421687312,False,sndsh404_repo,1,253 H-1B approvals in FY2023 (2 denied) - sponsors in practice,2026-07-16
